rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
2386,ACC-09962,Loyal Mid-Market,4977.05,67447.92,171019.49,0.3979,0.12,0.28412,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,143,58.56,5
2387,ACC-00723,Growth-Stage Expanding,101418.06,56045.47,300230.48,0.4698,0.12,0.284085,Tier 4 — Nurture,👀 Monitor,,,,218,37.86,2
2388,ACC-01168,At-Risk Dormant,5463.27,38564.76,111068.04,0.4643,0.12,0.284017,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,arr,avg_storage_gb,num_products,80,58.63,9
2389,ACC-06970,Loyal Mid-Market,18898.62,79449.45,259638.88,0.4143,0.12,0.284015,Tier 4 — Nurture,💰 High Headroom,,,,231,41.23,6
2390,ACC-00509,Loyal Mid-Market,4258.91,85040.03,222652.05,0.387,0.12,0.284015,Tier 4 — Nurture,💰 High Headroom,,,,282,49.27,6
2391,ACC-00505,Loyal Mid-Market,13076.67,64156.01,183504.82,0.3774,0.12,0.284007,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,peak_feature_adoption,num_products,max_storage_gb,141,64.8,7
2392,ACC-08415,Growth-Stage Expanding,163489.92,7348.57,451013.59,0.4714,0.12,0.284003,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,223,55.52,10
2393,ACC-07458,At-Risk Dormant,2065.22,15487.66,35784.51,0.4348,0.12,0.283996,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,44,76.1,9
2394,ACC-02420,Loyal Mid-Market,2550.41,29978.75,85399.91,0.4598,0.12,0.283869,Tier 4 — Nurture,👀 Monitor,health_score,num_products,arr,296,79.36,8
2395,ACC-09026,Loyal Mid-Market,12326.88,66055.31,167842.42,0.3767,0.12,0.283832,Tier 4 — Nurture,💰 High Headroom,,,,217,68.23,8
2396,ACC-01134,Loyal Mid-Market,4104.26,29365.08,82959.33,0.4702,0.12,0.283718,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,299,77.16,10
2397,ACC-07957,Loyal Mid-Market,43446.5,26649.39,155239.06,0.4502,0.12,0.283696,Tier 4 — Nurture,👀 Monitor,,,,95,68.34,8
2398,ACC-02894,Loyal Mid-Market,5623.9,68748.92,177800.62,0.3921,0.12,0.283673,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,320,63.19,10
2399,ACC-02078,Loyal Mid-Market,15454.03,77311.64,244901.37,0.3877,0.12,0.283666,Tier 4 — Nurture,💰 High Headroom,,,,101,43.77,5
2400,ACC-03217,At-Risk Dormant,13436.74,20271.16,88988.86,0.4632,0.12,0.283631,Tier 4 — Nurture,📅 Renewal Window,,,,60,67.6,6
2401,ACC-02244,Loyal Mid-Market,24203.44,63039.54,170181.93,0.3789,0.12,0.283576,Tier 4 — Nurture,💰 High Headroom,,,,310,70.99,5
2402,ACC-00382,At-Risk Dormant,1103.41,36974.91,36555.2,0.5274,0.52,0.283574,Tier 4 — Nurture,📅 Renewal Window | ⚠️ Churn Risk,health_score,arr,arr_per_tenure_month,40,34.09,1
2403,ACC-02189,Loyal Mid-Market,21345.95,62126.86,220368.27,0.3858,0.12,0.283551,Tier 4 — Nurture,💰 High Headroom,,,,268,64.37,6
2404,ACC-00401,Loyal Mid-Market,22655.85,36811.42,155249.27,0.4389,0.12,0.283542,Tier 4 — Nurture,👀 Monitor,,,,264,73.05,5
2405,ACC-06744,Growth-Stage Expanding,116536.01,26245.27,328777.72,0.4561,0.12,0.283516,Tier 4 — Nurture,➕ Cross-Sell,,,,97,50.84,3
2406,ACC-01386,Growth-Stage Expanding,37704.88,57921.72,252454.22,0.395,0.12,0.28351,Tier 4 — Nurture,📅 Renewal Window,,,,75,49.51,5
2407,ACC-05694,Loyal Mid-Market,4498.03,84571.69,215548.7,0.3513,0.12,0.283508,Tier 4 — Nurture,💰 High Headroom,,,,335,60.07,7
2408,ACC-08240,Loyal Mid-Market,15327.54,24081.74,79764.42,0.5088,0.12,0.283495,Tier 4 — Nurture,👀 Monitor,arr_utilization,health_score,tenure_months,263,69.94,8
2409,ACC-04661,Loyal Mid-Market,7892.09,64950.82,192305.23,0.3822,0.12,0.283475,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,129,60.93,9
2410,ACC-04488,High-Value Engaged,223813.81,0.0,577738.05,0.4283,0.12,0.283473,Tier 4 — Nurture,👀 Monitor,,,,309,61.1,8
2411,ACC-04961,Loyal Mid-Market,56288.12,50508.56,217722.83,0.3998,0.12,0.283455,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,157,65.15,9
2412,ACC-08128,Loyal Mid-Market,7510.2,67331.74,197582.77,0.3935,0.12,0.283451,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,303,61.5,10
2413,ACC-01925,Loyal Mid-Market,68088.5,65342.15,268106.67,0.3381,0.12,0.283451,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,265,70.3,6
2414,ACC-04842,Loyal Mid-Market,23399.71,63084.42,166164.8,0.3818,0.12,0.283409,Tier 4 — Nurture,💰 High Headroom,tenure_months,avg_storage_gb,health_score,247,69.39,8
2415,ACC-02106,Loyal Mid-Market,11207.77,42055.19,127334.01,0.4993,0.12,0.283373,Tier 4 — Nurture,➕ Cross-Sell,,,,267,56.08,5
2416,ACC-08629,At-Risk Dormant,38341.43,0.0,101221.38,0.5057,0.12,0.283335,Tier 4 — Nurture,📅 Renewal Window,,,,78,73.14,7
2417,ACC-03799,At-Risk Dormant,27466.23,1611.38,75485.42,0.5001,0.12,0.283274,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,77,75.73,10
2418,ACC-08755,Growth-Stage Expanding,98708.84,34122.68,315607.7,0.4206,0.12,0.283264,Tier 4 — Nurture,⭐ Promoter,,,,183,62.25,10
2419,ACC-05563,Growth-Stage Expanding,116239.36,0.0,306871.91,0.4053,0.12,0.283262,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,peak_feature_adoption,login_growth,logins_stddev,51,71.96,10
2420,ACC-03532,High-Value Engaged,582451.27,33786.44,1247265.12,0.2233,0.12,0.283226,Tier 4 — Nurture,👀 Monitor,,,,131,24.44,6
2421,ACC-00135,At-Risk Dormant,8238.95,12987.18,42339.09,0.5241,0.12,0.283198,Tier 4 — Nurture,📅 Renewal Window,,,,63,61.28,5
2422,ACC-00736,At-Risk Dormant,9901.34,36220.7,105527.18,0.5027,0.12,0.283156,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,contract_end_days,num_products,arr_utilization,77,49.23,6
2423,ACC-05000,At-Risk Dormant,4161.3,15239.19,48087.38,0.5498,0.12,0.283144,Tier 4 — Nurture,📅 Renewal Window,,,,69,54.1,5
2424,ACC-06478,Loyal Mid-Market,22573.18,61246.36,221283.59,0.3729,0.12,0.283138,Tier 4 — Nurture,💰 High Headroom,,,,264,67.91,7
2425,ACC-08309,Loyal Mid-Market,49848.11,52026.3,219641.27,0.4314,0.12,0.283129,Tier 4 — Nurture,⭐ Promoter,arr,num_products,peak_feature_adoption,126,53.33,9
2426,ACC-07386,Loyal Mid-Market,7611.42,66628.6,175305.43,0.4192,0.12,0.283123,Tier 4 — Nurture,💰 High Headroom,,,,151,52.75,8
2427,ACC-08347,Loyal Mid-Market,7087.29,41570.2,128455.77,0.4145,0.12,0.283081,Tier 4 — Nurture,⭐ Promoter,,,,116,72.42,9
2428,ACC-04297,Loyal Mid-Market,48769.24,53915.85,198798.32,0.3857,0.12,0.28306,Tier 4 — Nurture,⭐ Promoter,,,,228,70.65,10
2429,ACC-04216,At-Risk Dormant,87887.65,0.0,212688.12,0.4706,0.12,0.283039,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,contract_end_days,num_products,support_tickets_l90d,33,50.2,1
2430,ACC-06276,At-Risk Dormant,6580.49,12537.03,50470.28,0.4669,0.12,0.283021,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell,,,,37,62.13,10
2431,ACC-03982,Loyal Mid-Market,31103.24,33402.2,124882.53,0.4914,0.12,0.283018,Tier 4 — Nurture,👀 Monitor,arr,num_products,peak_feature_adoption,163,60.82,7
2432,ACC-08485,At-Risk Dormant,7329.99,21488.96,61288.3,0.4243,0.12,0.283015,Tier 4 — Nurture,📅 Renewal Window,contract_end_days,nps_score,peak_feature_adoption,37,66.51,7
2433,ACC-06452,Loyal Mid-Market,14174.32,40844.38,108936.99,0.4389,0.12,0.283014,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,tenure_months,num_products,peak_feature_adoption,208,73.04,9
2434,ACC-04467,Loyal Mid-Market,35194.25,13436.5,126245.38,0.4974,0.12,0.282936,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,198,73.62,10
2435,ACC-09378,Loyal Mid-Market,29400.61,34020.54,167431.89,0.5057,0.12,0.282902,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,num_products,arr,num_users,342,56.61,10
2436,ACC-09981,Loyal Mid-Market,22638.37,79002.76,220629.01,0.4065,0.12,0.282891,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,peak_feature_adoption,num_products,health_score,168,44.35,5
2437,ACC-02270,Loyal Mid-Market,435.52,68830.27,181845.81,0.3633,0.12,0.282853,Tier 4 — Nurture,💰 High Headroom,arr_per_tenure_month,arr,peak_feature_adoption,291,69.39,8
2438,ACC-04276,Growth-Stage Expanding,71578.4,48885.36,115645.21,0.5302,0.52,0.282842,Tier 4 — Nurture,⚠️ Churn Risk | ➕ Cross-Sell,,,,254,43.8,3
2439,ACC-09329,Growth-Stage Expanding,28742.38,75994.94,276506.58,0.3694,0.12,0.282836,Tier 4 — Nurture,💰 High Headroom,contract_end_days,avg_storage_gb,num_products,268,53.73,6
2440,ACC-07800,Loyal Mid-Market,22568.1,82104.24,190364.1,0.4039,0.12,0.28282,Tier 4 — Nurture,💰 High Headroom,,,,307,49.22,7
2441,ACC-08560,Loyal Mid-Market,2675.23,84154.69,189752.3,0.3815,0.12,0.282816,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,141,48.99,6
2442,ACC-04038,Loyal Mid-Market,1112.35,70416.62,138480.13,0.4091,0.12,0.282812,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,187,57.78,9
2443,ACC-04235,Growth-Stage Expanding,109951.2,0.0,238667.4,0.4084,0.12,0.282809,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,65,82.46,9
2444,ACC-00105,At-Risk Dormant,4950.39,21494.35,59342.02,0.4105,0.12,0.282791,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,31,63.84,8
2445,ACC-05303,At-Risk Dormant,2943.2,10324.24,12736.74,0.5245,0.52,0.282786,Tier 4 — Nurture,📅 Renewal Window | ⚠️ Churn Risk,,,,56,62.94,2
2446,ACC-07275,Loyal Mid-Market,3790.79,67619.46,172812.85,0.4163,0.12,0.282785,Tier 4 — Nurture,💰 High Headroom,,,,149,52.73,7
2447,ACC-08131,Loyal Mid-Market,8606.17,67537.49,185384.4,0.4292,0.12,0.282777,Tier 4 — Nurture,💰 High Headroom,,,,286,52.26,8
2448,ACC-08750,At-Risk Dormant,5111.93,36783.06,99542.45,0.4377,0.12,0.282718,Tier 4 — Nurture,📅 Renewal Window,,,,54,59.47,1
2449,ACC-00825,At-Risk Dormant,2706.83,26789.07,57104.09,0.5198,0.12,0.282715,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,users_per_login,tenure_months,num_products,81,55.95,3
2450,ACC-09456,At-Risk Dormant,53281.15,0.0,51149.9,0.6096,0.52,0.282715,Tier 4 — Nurture,📅 Renewal Window | ⚠️ Churn Risk | ➕ Cross-Sell,num_products,arr,contract_end_days,71,48.18,0
2451,ACC-05477,Loyal Mid-Market,9625.25,40885.46,133348.22,0.3741,0.12,0.282714,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,246,88.66,10
2452,ACC-00254,At-Risk Dormant,26786.43,0.0,62858.82,0.4363,0.12,0.282696,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,42,81.08,10
2453,ACC-07133,Growth-Stage Expanding,94758.78,54229.17,393328.16,0.3602,0.12,0.282696,Tier 4 — Nurture,⭐ Promoter,,,,232,58.73,9
2454,ACC-06374,Loyal Mid-Market,6069.16,67947.13,171520.4,0.3815,0.12,0.282692,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,262,65.5,9
2455,ACC-09699,Loyal Mid-Market,20896.19,38100.21,115947.58,0.4292,0.12,0.28265,Tier 4 — Nurture,⭐ Promoter,,,,263,77.78,10
2456,ACC-04714,Loyal Mid-Market,1074.24,66787.36,156262.65,0.3642,0.12,0.282564,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,111,65.61,6
2457,ACC-08069,Growth-Stage Expanding,38450.91,11834.3,109889.99,0.5948,0.12,0.282555,Tier 4 — Nurture,➕ Cross-Sell,,,,357,52.91,2
2458,ACC-05165,Loyal Mid-Market,6018.3,83807.99,205522.57,0.3513,0.12,0.282552,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,262,59.73,10
2459,ACC-09846,Loyal Mid-Market,4971.62,28997.34,61280.04,0.4729,0.12,0.282522,Tier 4 — Nurture,⭐ Promoter,,,,241,76.79,10
2460,ACC-01906,Loyal Mid-Market,25126.37,60518.77,226103.14,0.3872,0.12,0.282522,Tier 4 — Nurture,💰 High Headroom,,,,263,63.65,6
2461,ACC-03814,Growth-Stage Expanding,50802.43,74298.99,120097.37,0.4687,0.52,0.282494,Tier 4 — Nurture,⚠️ Churn Risk | 💰 High Headroom,,,,119,36.98,3
2462,ACC-05525,Loyal Mid-Market,29870.85,59481.63,235890.57,0.4024,0.12,0.282452,Tier 4 — Nurture,👀 Monitor,peak_feature_adoption,arr,tenure_months,354,60.57,5
2463,ACC-00485,Growth-Stage Expanding,180951.48,0.0,477711.91,0.5333,0.12,0.282441,Tier 4 — Nurture,➕ Cross-Sell,logins_stddev,peak_feature_adoption,arr,271,41.24,5
2464,ACC-00278,Loyal Mid-Market,12480.3,65445.86,181723.77,0.3771,0.12,0.282441,Tier 4 — Nurture,💰 High Headroom,num_products,peak_feature_adoption,contract_end_days,253,67.0,5
2465,ACC-04318,Loyal Mid-Market,7185.45,42962.39,111796.27,0.4732,0.12,0.28243,Tier 4 — Nurture,⭐ Promoter,,,,156,59.77,10
2466,ACC-06303,Loyal Mid-Market,13167.39,65756.03,196782.42,0.4125,0.12,0.282363,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,318,56.94,10
2467,ACC-09700,Loyal Mid-Market,20123.65,37994.69,132974.74,0.4507,0.12,0.282312,Tier 4 — Nurture,👀 Monitor,num_products,health_score,contract_end_days,224,69.43,5
2468,ACC-04596,At-Risk Dormant,1315.68,38221.7,94520.64,0.375,0.12,0.282286,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,62,78.3,10
2469,ACC-04647,Loyal Mid-Market,3980.53,67187.16,141955.82,0.3518,0.12,0.282284,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,tenure_months,peak_feature_adoption,arr,157,73.12,7
2470,ACC-08011,Loyal Mid-Market,1666.2,70201.92,140190.75,0.4065,0.12,0.282275,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,202,58.55,9
2471,ACC-06079,At-Risk Dormant,17713.46,6713.17,54455.08,0.4974,0.12,0.282232,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,37,56.9,7
2472,ACC-08172,Loyal Mid-Market,7889.8,83782.07,217812.39,0.3665,0.12,0.282228,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,contract_end_days,peak_feature_adoption,arr,349,55.52,9
2473,ACC-02075,Loyal Mid-Market,55591.95,49354.27,230881.7,0.396,0.12,0.282182,Tier 4 — Nurture,👀 Monitor,,,,126,62.73,7
2474,ACC-00359,At-Risk Dormant,9994.28,33502.51,114831.55,0.4343,0.12,0.282161,Tier 4 — Nurture,📅 Renewal Window,,,,47,57.27,6
2475,ACC-04441,Growth-Stage Expanding,88382.43,57407.51,363502.94,0.3918,0.12,0.282113,Tier 4 — Nurture,👀 Monitor,logins_stddev,contract_end_days,peak_feature_adoption,242,50.82,2
2476,ACC-00757,At-Risk Dormant,37611.13,0.0,87709.15,0.5386,0.12,0.282103,Tier 4 — Nurture,📅 Renewal Window,,,,88,66.56,8
2477,ACC-08174,At-Risk Dormant,11170.14,11326.64,59391.5,0.5045,0.12,0.282058,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,70,67.1,7
2478,ACC-08668,At-Risk Dormant,5575.63,8207.44,36387.3,0.507,0.12,0.281986,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,43,59.49,9
2479,ACC-02064,Growth-Stage Expanding,149823.62,13505.76,309019.18,0.4974,0.12,0.281977,Tier 4 — Nurture,👀 Monitor,,,,105,49.97,8
2480,ACC-07573,Loyal Mid-Market,27854.43,61567.1,165251.02,0.3832,0.12,0.281917,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,275,69.5,7
2481,ACC-06637,High-Value Engaged,270332.37,10090.42,633381.56,0.3946,0.12,0.281909,Tier 4 — Nurture,📅 Renewal Window,arr_utilization,health_score,arr,42,31.19,0
2482,ACC-00800,Loyal Mid-Market,3289.73,86188.61,192915.28,0.3794,0.12,0.281895,Tier 4 — Nurture,💰 High Headroom,,,,350,52.6,6
2483,ACC-00833,Loyal Mid-Market,15274.47,39543.14,139894.49,0.4702,0.12,0.281893,Tier 4 — Nurture,➕ Cross-Sell,,,,200,61.57,5
2484,ACC-00539,Loyal Mid-Market,21701.44,20530.83,111493.22,0.5026,0.12,0.28186,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,341,70.82,9
2485,ACC-00534,At-Risk Dormant,2940.61,16210.67,50559.41,0.5167,0.12,0.281828,Tier 4 — Nurture,📅 Renewal Window,,,,80,63.52,6
2486,ACC-08259,Loyal Mid-Market,4033.58,67821.57,172835.56,0.3585,0.12,0.281801,Tier 4 — Nurture,💰 High Headroom,,,,329,71.89,5
2487,ACC-06782,Loyal Mid-Market,27130.99,34351.24,162313.09,0.4877,0.12,0.281791,Tier 4 — Nurture,👀 Monitor,,,,205,58.32,6
2488,ACC-03673,Loyal Mid-Market,33088.61,14696.19,119143.46,0.5005,0.12,0.281784,Tier 4 — Nurture,👀 Monitor,,,,296,73.89,7
2489,ACC-03167,Growth-Stage Expanding,89722.22,38193.5,240140.48,0.4475,0.12,0.28175,Tier 4 — Nurture,👀 Monitor,,,,132,55.68,7
2490,ACC-06453,Loyal Mid-Market,5041.33,68224.81,169782.04,0.4272,0.12,0.281741,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,217,51.6,7
2491,ACC-05106,Loyal Mid-Market,8097.7,83156.58,180683.43,0.3537,0.12,0.281689,Tier 4 — Nurture,💰 High Headroom,,,,180,58.99,5
2492,ACC-07433,At-Risk Dormant,5192.92,38633.04,86775.4,0.4502,0.12,0.281622,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,77,62.19,10
2493,ACC-02767,At-Risk Dormant,33334.89,0.0,65514.17,0.5312,0.12,0.281599,Tier 4 — Nurture,📅 Renewal Window,,,,44,56.1,0
2494,ACC-07527,Loyal Mid-Market,3733.95,45370.61,90025.0,0.4189,0.12,0.281599,Tier 4 — Nurture,⭐ Promoter,,,,314,78.14,10
2495,ACC-00788,Loyal Mid-Market,42592.06,56952.93,182499.13,0.4629,0.12,0.281596,Tier 4 — Nurture,👀 Monitor,,,,271,49.43,8
2496,ACC-01969,Loyal Mid-Market,12743.75,64696.64,201035.25,0.4064,0.12,0.281582,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,contract_end_days,max_storage_gb,num_products,220,56.48,10
2497,ACC-04987,Loyal Mid-Market,3115.63,65085.98,167048.53,0.3857,0.12,0.281566,Tier 4 — Nurture,💰 High Headroom,,,,91,56.75,8
2498,ACC-05957,Loyal Mid-Market,3250.82,45301.49,89724.65,0.4171,0.12,0.281538,Tier 4 — Nurture,⭐ Promoter,,,,261,77.82,10
2499,ACC-00389,Growth-Stage Expanding,116991.83,0.0,308858.43,0.503,0.12,0.281527,Tier 4 — Nurture,📅 Renewal Window,max_storage_gb,logins_stddev,num_products,89,54.93,5
2500,ACC-04379,Loyal Mid-Market,509.39,46094.49,123034.22,0.4528,0.12,0.281446,Tier 4 — Nurture,👀 Monitor,,,,312,65.4,5
2501,ACC-06351,Loyal Mid-Market,2608.4,29838.24,65672.0,0.4748,0.12,0.281438,Tier 4 — Nurture,➕ Cross-Sell,health_score,num_products,login_growth,236,74.38,8
2502,ACC-03374,Loyal Mid-Market,38378.44,77072.9,204887.61,0.3993,0.12,0.281437,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,319,51.51,9
2503,ACC-02371,Loyal Mid-Market,1988.18,86785.17,173167.19,0.3831,0.12,0.281394,Tier 4 — Nurture,💰 High Headroom,tenure_months,num_products,arr,273,51.67,6
2504,ACC-02384,Growth-Stage Expanding,91461.24,4165.62,248247.28,0.5057,0.12,0.281391,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,logins_stddev,num_products,arr,96,58.09,9
2505,ACC-01489,Loyal Mid-Market,1447.7,44013.35,120017.2,0.4144,0.12,0.281387,Tier 4 — Nurture,➕ Cross-Sell,,,,140,72.21,5
2506,ACC-07156,Loyal Mid-Market,6643.83,68888.27,137367.73,0.4296,0.12,0.281376,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,211,53.13,7
2507,ACC-00293,At-Risk Dormant,1032.4,14544.19,36781.54,0.4064,0.12,0.28137,Tier 4 — Nurture,📅 Renewal Window,,,,32,71.79,8
2508,ACC-04126,Loyal Mid-Market,50799.95,70677.97,274378.1,0.3899,0.12,0.281336,Tier 4 — Nurture,💰 High Headroom,arr,num_products,arr_per_tenure_month,292,51.25,8
2509,ACC-00663,Loyal Mid-Market,26913.6,58395.97,215207.58,0.3347,0.12,0.2813,Tier 4 — Nurture,⭐ Promoter,,,,319,79.96,9
2510,ACC-05888,Loyal Mid-Market,23239.08,80238.71,191226.97,0.3746,0.12,0.281286,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,users_per_login,tenure_months,login_growth,229,55.58,9
2511,ACC-09735,Growth-Stage Expanding,172351.19,0.0,455007.14,0.4065,0.12,0.281264,Tier 4 — Nurture,⭐ Promoter,,,,122,70.46,10
2512,ACC-01282,Early-Stage Potential,13341.73,14405.42,50462.85,0.529,0.12,0.281235,Tier 4 — Nurture,👀 Monitor,arr_utilization,health_score,peak_feature_adoption,109,65.19,3
2513,ACC-06955,At-Risk Dormant,5256.49,24691.01,79061.37,0.4622,0.12,0.281222,Tier 4 — Nurture,📅 Renewal Window,contract_end_days,peak_feature_adoption,num_products,71,67.27,8
2514,ACC-04867,At-Risk Dormant,31253.41,0.0,73341.34,0.5057,0.12,0.281197,Tier 4 — Nurture,📅 Renewal Window,,,,50,65.2,8
2515,ACC-01023,Loyal Mid-Market,543.74,46082.68,117622.91,0.4574,0.12,0.281152,Tier 4 — Nurture,👀 Monitor,,,,288,64.13,5
2516,ACC-00978,Loyal Mid-Market,15569.88,23038.23,87769.12,0.4296,0.12,0.28115,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,227,88.38,9
2517,ACC-09432,At-Risk Dormant,30554.29,23134.9,141739.41,0.4294,0.12,0.281144,Tier 4 — Nurture,📅 Renewal Window,,,,38,55.94,8
2518,ACC-04409,At-Risk Dormant,1647.41,40199.38,75491.57,0.4166,0.12,0.281097,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell,,,,80,71.36,9
2519,ACC-04028,Loyal Mid-Market,12067.13,65472.12,204703.62,0.4062,0.12,0.281079,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,352,57.47,10
2520,ACC-02833,Loyal Mid-Market,2797.08,28075.2,77880.48,0.4303,0.12,0.281044,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,,,,113,80.07,10
2521,ACC-01628,At-Risk Dormant,33905.24,9001.22,108867.94,0.5333,0.12,0.28104,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,57,51.49,7
2522,ACC-09516,Loyal Mid-Market,3885.81,67813.92,174564.94,0.3729,0.12,0.281039,Tier 4 — Nurture,💰 High Headroom,max_storage_gb,arr,num_products,276,66.58,7
2523,ACC-03329,Loyal Mid-Market,3338.37,83395.99,192087.71,0.3685,0.12,0.281038,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,155,52.19,6
2524,ACC-09223,Loyal Mid-Market,16086.21,79224.14,227855.32,0.3827,0.12,0.280982,Tier 4 — Nurture,💰 High Headroom,peak_feature_adoption,users_per_login,login_growth,162,48.12,5
2525,ACC-07846,Loyal Mid-Market,25494.46,62197.65,174916.51,0.4273,0.12,0.280908,Tier 4 — Nurture,💰 High Headroom,,,,252,55.26,5
2526,ACC-09401,Loyal Mid-Market,1259.0,68260.78,169257.54,0.3996,0.12,0.280904,Tier 4 — Nurture,💰 High Headroom,,,,176,56.96,5
2527,ACC-06678,Loyal Mid-Market,2495.37,29524.97,77489.2,0.4841,0.12,0.280869,Tier 4 — Nurture,⭐ Promoter,,,,216,70.07,9
2528,ACC-00813,At-Risk Dormant,3104.75,25507.35,75535.97,0.4618,0.12,0.280808,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,66,65.52,9
2529,ACC-07421,Growth-Stage Expanding,120177.19,26107.2,338989.69,0.4335,0.12,0.280786,Tier 4 — Nurture,📅 Renewal Window,,,,63,46.93,6
2530,ACC-05702,High-Value Engaged,285037.82,5164.78,744853.39,0.4517,0.12,0.280771,Tier 4 — Nurture,👀 Monitor,,,,267,33.03,4
2531,ACC-04169,Loyal Mid-Market,15262.1,80922.01,207372.92,0.3714,0.12,0.280765,Tier 4 — Nurture,💰 High Headroom,,,,209,53.53,5
2532,ACC-02294,Loyal Mid-Market,48744.34,52257.6,266645.12,0.424,0.12,0.280751,Tier 4 — Nurture,👀 Monitor,num_products,arr,arr_per_tenure_month,308,54.88,6
2533,ACC-05102,At-Risk Dormant,10357.14,11702.57,47237.17,0.5302,0.12,0.280744,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,68,59.64,10
2534,ACC-07554,Loyal Mid-Market,21770.89,37434.78,131120.86,0.4729,0.12,0.280723,Tier 4 — Nurture,👀 Monitor,,,,279,63.99,7
2535,ACC-03680,Growth-Stage Expanding,115108.02,46686.92,427138.64,0.3267,0.12,0.280723,Tier 4 — Nurture,👀 Monitor,,,,363,69.93,8
2536,ACC-08037,Loyal Mid-Market,20719.55,36641.47,151433.12,0.4502,0.12,0.280712,Tier 4 — Nurture,👀 Monitor,health_score,num_products,arr_per_tenure_month,173,65.83,8
2537,ACC-01078,Loyal Mid-Market,2726.51,83382.75,213436.18,0.3362,0.12,0.280671,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,332,62.88,10
2538,ACC-05795,At-Risk Dormant,7626.37,7225.0,37465.06,0.4815,0.12,0.280649,Tier 4 — Nurture,📅 Renewal Window,,,,49,69.31,6
